cell	phone	10.480067
consumer	energy	10.669484
confidence	consumer	11.623969
block	street	10.570364
man	woman	10.921081
radio	television	11.17242
five	month	12.68438
basketball	football	13.302951
place	street	10.570364
drink	eat	13.58358
car	train	13.080559
brazil	mexico	14.274096
king	queen	13.347345
manslaughter	murder	14.762383
center	school	12.510243
group	precedent	18.347345
media	radio	10.902331
energy	secretary	12.646906
benchmark	index	12.99567
cash	money	12.570364
article	cup	15.68438
series	seven	13.472876
profit	warning	12.737551
avenue	street	10.570364
start	year	10.676728
currency	money	12.570364
dividend	payment	14.574756
planet	star	14.628527
aluminum	metal	15.150948
life	term	11.323129
football	tennis	13.302951
loss	profit	12.737551
death	life	11.323129
dollar	yen	11.682009
board	recommendation	15.074327
activity	travel	16.61038
computer	news	11.444468
insurance	peace	10.489883
lobster	wine	16.762383
opera	performance	15.722855
psychiatry	psychology	16.025417
life	stock	10.555303
car	plane	13.080559
professor	student	14.658432
news	wednesday	11.444468
chemistry	physics	15.099418
car	flight	13.080559
experience	music	14.124953
medal	president	14.823783
marathon	sprint	17.61038
match	start	10.75988
peace	plan	12.949314
governor	interview	14.61038
american	japanese	14.074327
music	project	14.124953
gain	report	15.17742
focus	life	11.323129
airport	problem	15.803025
culture	ministry	14.025417
planet	sun	14.628527
century	year	10.282212
children	street	10.570364
dollar	money	9.127421
delay	news	11.444468
museum	theater	15.762383
announcement	news	11.262265
glass	metal	15.150948
food	lobster	11.336118
liquid	water	14.628527
gain	media	11.585403
psychology	science	16.025417
century	nation	14.440455
kind	type	16.074327
harvard	yale	14.489364
combination	direction	19.932308
mars	water	14.628527
money	operation	12.570364
doctor	nurse	14.844845
hike	production	17.124953
association	journal	13.274096
eye	skin	16.347345
car	drink	9.638721
food	rooster	14.506043
attempt	peace	12.949314
development	issue	14.61038
lobster	seafood	15.212186
championship	tournament	14.782561
animal	tiger	14.317598
effort	investigation	15.932308
bread	butter	15.001571
food	seafood	13.903379
bird	crane	19.932308
automobile	car	13.080559
equipment	phone	10.480067
moon	planet	14.628527
cup	food	13.781678
kilometer	mile	16.53999
governor	man	9.457134
atmosphere	peace	12.74768
history	theater	15.762383
drink	mother	13.58358
football	soccer	13.302951
jazz	rock	15.803025
food	fruit	14.506043
insurance	line	15.887914
tiger	tiger	12.346744
development	population	14.61038
car	jaguar	12.993096
cat	tiger	14.317598
media	trading	13.252828
smart	student	14.080559
hotel	month	12.68438
gin	vodka	17.231868
doctor	personnel	14.844845
doctor	professor	12.07931
image	surface	18.61038
phone	stock	7.672712
coast	shore	16.347345
journey	voyage	18.61038
coast	forest	15.259883
isolation	situation	17.61038
forest	wood	15.844845
announcement	effort	12.509096
hospital	infrastructure	18.124953
lad	wizard	19.932308
smart	stupid	17.124953
live	stock	14.955028
brandy	vodka	17.231868
cup	substance	15.68438
cd	stock	14.955028
holy	sex	20.932308
architecture	century	14.440455
prejudice	recognition	20.932308
recess	sign	20.932308
cucumber	potato	19.932308
coast	hill	16.347345
chance	credibility	18.61038
approach	sugar	19.347345
drink	ear	13.58358
announcement	production	11.827272
buck	dollar	11.682009
conclusion	situation	17.61038
mammal	tiger	14.317598
girl	possibility	19.932308
gem	jewel	19.932308
cemetery	woodland	20.932308
minority	peace	12.949314
discipline	psychology	16.025417
bishop	rabbi	20.932308
cup	object	15.68438
example	precedent	18.347345
atmosphere	landscape	16.408746
boy	lad	19.932308
chemistry	space	15.099418
industry	opera	15.722855
jaguar	stock	10.867565
information	precedent	18.347345
midday	noon	20.932308
